"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
9.27212808273324e-08,0.357941348145186,0.529,0.342,0.00102948438102587,"2","Rex1bd"
9.49231497594365e-08,0.279720815811655,0.43,0.247,0.00105393173177902,"2","Tmx2"
9.6670896119039e-08,0.31278785174802,0.48,0.295,0.00107333695960969,"2","Denr"
9.75841252945371e-08,0.325761494336883,0.529,0.337,0.00108347654314525,"2","Pnkd"
1.06591974856368e-07,0.313122788775432,0.885,0.908,0.00118349069683026,"2","Srp14"
1.21223253638313e-07,0.288504164850148,0.418,0.241,0.00134594178514619,"2","Blvrb"
1.25076806681281e-07,0.364565337800955,0.586,0.429,0.00138872778458227,"2","Psmb5"
1.2987002276711e-07,0.332968113037549,0.57,0.379,0.00144194686278322,"2","Naxe"
1.30447717876638e-07,0.327019767233117,0.783,0.719,0.00144836101158431,"2","Ndufb8"
1.35220514293238e-07,0.319561080343446,0.496,0.306,0.00150135337019782,"2","Cfdp1"
1.5446120690117e-07,0.271790055114067,0.951,0.963,0.00171498278022369,"2","Mdh1"
1.55578131766421e-07,0.334327248032647,0.676,0.55,0.00172738399700257,"2","Trappc2l"
1.57492459286237e-07,0.330880429031088,0.611,0.426,0.00174863877545509,"2","Elof1"
1.80634852585735e-07,0.332599248940251,0.627,0.436,0.00200558876825941,"2","Mpc2"
1.90678706219203e-07,0.346922574803034,0.598,0.425,0.00211710567515181,"2","Ap2s1"
1.90974874118819e-07,0.327871386979999,0.82,0.822,0.00212039402734125,"2","Cox7b"
1.97682170351409e-07,0.363306660306655,0.725,0.639,0.00219486513741169,"2","Tmem256"
1.98233283466577e-07,0.335971438075501,0.414,0.25,0.0022009841463294,"2","Glo1"
2.13043144061097e-07,0.373220232161631,0.594,0.441,0.00236541802851036,"2","Cisd3"
2.2221557949576e-07,0.340257741307233,0.623,0.44,0.00246725957914142,"2","Tusc3"
2.37634976526215e-07,0.279733072630928,0.496,0.301,0.00263846114437057,"2","Psmc2"
2.41241979676613e-07,0.253710912067216,0.352,0.188,0.00267850970034943,"2","B9d1"
2.68867735949722e-07,0.33279690750014,0.693,0.497,0.00298523847224976,"2","Pigp"
2.85701831434272e-07,0.321064670933834,0.631,0.426,0.00317214743441472,"2","Ppdpf"
2.86132491580126e-07,0.318070603251655,0.84,0.85,0.00317692905401414,"2","Cnpy2"
2.95063003447331e-07,0.306255284378695,0.557,0.368,0.00327608452727572,"2","Ppp1r2"
2.95810054857346e-07,0.303211592164937,0.578,0.383,0.00328437903908111,"2","Efemp1"
2.95889283053185e-07,0.288538818034287,0.787,0.68,0.00328525870973951,"2","Cuta"
3.19467665532637e-07,0.324991357029155,0.566,0.383,0.00354704949040887,"2","Snrpe"
3.24169840121722e-07,0.287552844179904,0.414,0.243,0.00359925773487148,"2","Ssna1"
3.33998852929885e-07,0.293461028596845,0.816,0.778,0.00370838926408051,"2","Sptssa"
3.34396036805562e-07,0.345101915674758,0.643,0.457,0.00371279919665216,"2","Fkbp3"
3.48765204830803e-07,0.267511343154982,0.357,0.196,0.00387234006923641,"2","Mrpl55"
3.65044634374638e-07,0.301954362080201,0.754,0.692,0.00405309057546161,"2","Psma2"
3.70042957061699e-07,0.360261652631045,0.734,0.625,0.00410858695225604,"2","Rtn4"
3.72734723947583e-07,0.33057120780709,0.426,0.257,0.00413847363999002,"2","Six6"
3.91380751894044e-07,0.327476747951838,0.529,0.35,0.00434550048827957,"2","Lsm4"
3.95559725696744e-07,0.305755280818416,0.471,0.294,0.00439189963441094,"2","Snrpd3"
3.9937938314648e-07,0.256705425137456,0.369,0.206,0.00443430929107537,"2","Cuedc2"
4.04085792489901e-07,0.252098340883512,0.963,0.972,0.00448656455401537,"2","Ywhae"
4.23584017163152e-07,0.31193325894533,0.746,0.695,0.00470305334256248,"2","Med28"
4.39661369437696e-07,0.268057469341432,0.631,0.417,0.00488156018486674,"2","Snrpn"
4.50909090757995e-07,0.263043927033606,0.443,0.261,0.00500644363468602,"2","Bphl"
4.83777913413707e-07,0.295607325442333,0.443,0.277,0.00537138617263239,"2","Cops7a"
4.84692713074432e-07,0.2837762379994,0.508,0.319,0.00538154319326542,"2","Psma5"
5.13238264067276e-07,0.257810670725921,0.398,0.229,0.00569848444593896,"2","Gps1"
5.17554879647196e-07,0.359543697808798,0.611,0.452,0.00574641182872281,"2","Caly"
5.19635955852814e-07,0.330422072975213,0.68,0.563,0.0057695180178338,"2","Chmp5"
5.72616972582655e-07,0.367065012548216,0.717,0.548,0.00635776624658522,"2","Ncam1"
5.83267781288511e-07,0.309813103791884,0.381,0.223,0.00647602217564634,"2","Acyp1"
5.84217507003362e-07,0.256226509985998,0.324,0.172,0.00648656698025833,"2","Dut"
6.60070017725261e-07,0.295326329674939,0.447,0.273,0.00732875740680358,"2","Cbx5"
6.93272167375871e-07,0.291198425683833,0.398,0.239,0.00769740087437429,"2","Gnb5"
7.00842342896927e-07,0.302994451958195,0.516,0.33,0.00778145253318458,"2","Pitx1"
8.11823662647828e-07,0.283686323380791,0.611,0.411,0.00901367812637883,"2","Tbx19"
8.18261242010193e-07,0.254373336910522,0.361,0.2,0.00908515457003918,"2","Acot13"
8.27303748741013e-07,0.290991928146675,0.443,0.272,0.00918555352227147,"2","Mrpl27"
8.86393739968914e-07,0.332964689457215,0.664,0.537,0.00984162969487485,"2","Vdac2"
9.18763138568573e-07,0.274417703611159,0.373,0.218,0.0102010271275269,"2","Cnih1"
9.23672121917945e-07,0.315842792097336,0.754,0.705,0.0102555315696549,"2","Fis1"
9.82883049991739e-07,0.255866405026056,0.824,0.855,0.0109129505040583,"2","Eif3k"
1.02336633815043e-06,0.25915584102467,0.447,0.27,0.0113624364524842,"2","St3gal5"
1.03940937173024e-06,0.321369477035278,0.455,0.284,0.0115405622543209,"2","Snrnp27"
1.04880962869924e-06,0.275284592771179,0.455,0.279,0.0116449333074476,"2","Ppig"
1.06668821529567e-06,0.276336269139106,0.344,0.192,0.0118434392544278,"2","Gamt"
1.14025730261713e-06,0.339718642775708,0.447,0.295,0.012660276830958,"2","Clpp"
1.15608832162372e-06,0.280790936953047,0.619,0.455,0.0128360486349882,"2","Pcmt1"
1.16419160458389e-06,0.280498086645954,0.832,0.735,0.0129260193856949,"2","Hmgn3"
1.1653631971596e-06,0.289580565247098,0.656,0.452,0.0129390275780631,"2","Iscu"
1.18421206887457e-06,0.361421978500595,0.496,0.345,0.0131483066007143,"2","Hnrnpr"
1.31463539086627e-06,0.259373065302862,0.324,0.175,0.0145963967447882,"2","Polr3gl"
1.38664426113428e-06,0.289989151265482,0.41,0.247,0.0153959112313739,"2","Selenoh"
1.39764560935444e-06,0.285255558597531,0.541,0.363,0.0155180592006624,"2","Trappc4"
1.40157586533481e-06,0.282724312163075,0.566,0.385,0.0155616968328124,"2","Scoc"
1.43350900570724e-06,0.253846456950993,0.939,0.942,0.0159162504903675,"2","Sec62"
1.43757847826062e-06,0.297145729666481,0.721,0.686,0.0159614338441277,"2","Txn1"
1.44507343909616e-06,0.295030736451181,0.52,0.35,0.0160446503942846,"2","Sdf2"
1.60843396925737e-06,0.290803352884543,0.451,0.28,0.0178584423606646,"2","Commd6"
1.62183596160374e-06,0.291607018772445,0.41,0.247,0.0180072446816864,"2","Creld1"
1.80687563754629e-06,0.253640610049697,0.361,0.208,0.0200617402036765,"2","Psmc3"
1.85988961181518e-06,0.308065441505617,0.41,0.255,0.020650354359984,"2","Gadd45gip1"
1.88486640018551e-06,0.257978885620403,0.885,0.906,0.0209276716412597,"2","Smdt1"
2.04555369034939e-06,0.301010683971666,0.541,0.37,0.0227117826239492,"2","Spag7"
2.15455463179089e-06,0.263284488778204,0.475,0.303,0.0239220200767742,"2","Mrps16"
2.17617270054176e-06,0.288625560681929,0.418,0.259,0.0241620454941152,"2","Thoc7"
2.1976908309139e-06,0.307038246701889,0.484,0.316,0.0244009612956371,"2","Klhdc8b"
2.23180400788037e-06,0.305638704111077,0.516,0.345,0.0247797198994958,"2","Ssu72"
2.27080266508191e-06,0.278149863601329,0.84,0.818,0.0252127219904044,"2","Ndufb2"
2.41692880902209e-06,0.313688836824546,0.352,0.212,0.0268351605665722,"2","Lmo1"
2.52012023391146e-06,0.261836856095641,0.369,0.219,0.027980894957119,"2","Emg1"
2.60657042592911e-06,0.335846163930935,0.676,0.61,0.028940751439091,"2","Ndufb6"
2.62464416644142e-06,0.302994451958195,0.402,0.248,0.0291414241799991,"2","Zmynd8"
2.72562602202893e-06,0.320449165961449,0.738,0.694,0.0302626257225872,"2","Rtl8a"
2.853528547266e-06,0.301010683971666,0.484,0.316,0.0316827274602944,"2","Celf4"
2.8588501095038e-06,0.305488668747849,0.623,0.457,0.0317418127658207,"2","Bri3"
3.0441594436959e-06,0.333733211307948,0.537,0.39,0.0337993023033556,"2","Bola2"
3.04538031097878e-06,0.316201656584296,0.471,0.32,0.0338128575927974,"2","Acat1"
3.12193161256946e-06,0.318425953111338,0.594,0.41,0.0346628066943587,"2","Tceal3"
3.32122958037042e-06,0.260811668007923,0.463,0.297,0.0368756120308527,"2","Smim26"
3.35065131192124e-06,0.319731823587729,0.504,0.345,0.0372022815162616,"2","Itfg1"
3.363872730153e-06,0.29746513635187,0.598,0.432,0.0373490789228887,"2","Psmb7"
3.38469479711059e-06,0.264162619628802,0.455,0.287,0.0375802663323189,"2","Snap47"
3.50115157663614e-06,0.338439090549136,0.623,0.509,0.038873285955391,"2","Sf3b5"
3.5179732467999e-06,0.294582212141995,0.402,0.252,0.0390600569592193,"2","Mgst3"
3.52795800856759e-06,0.287593796408653,0.439,0.286,0.0391709177691259,"2","Mrps34"
3.62552505580637e-06,0.272868481924342,0.607,0.436,0.0402542046946181,"2","Mrpl23"
3.66313040824579e-06,0.259898159045107,0.332,0.188,0.0406717369227531,"2","Commd4"
3.86329255412043e-06,0.282948764436473,0.488,0.319,0.0428941372283992,"2","Mrpl14"
3.90926428416875e-06,0.271302922317356,0.328,0.19,0.0434045613471256,"2","Mesd"
3.91893199601482e-06,0.257767776140433,0.393,0.24,0.0435119019517525,"2","Gemin7"
3.93496308478134e-06,0.292154923002794,0.516,0.357,0.0436898951303273,"2","Tsn"
4.24477415191182e-06,0.256076448092698,0.34,0.199,0.047129727408677,"2","Hdac2"
4.2480778723073e-06,0.287306881338819,0.357,0.208,0.047166408616228,"2","Fam13a"
4.26827032167326e-06,0.255442834708638,0.406,0.251,0.0473906053815382,"2","Ssbp1"
4.27056238022763e-06,0.255246266861733,0.475,0.309,0.0474160541076674,"2","Prune2"
4.3820361574271e-06,0.317429280855609,0.545,0.389,0.048653747455913,"2","Atp6v1d"
5.53523857538329e-75,3.07417028241585,0.987,0.825,6.14577539024807e-71,"3","Dnajb1"
4.99394632559096e-73,2.50468981509506,0.987,0.784,5.54477860530364e-69,"3","Jun"
1.84149647769277e-68,1.85542064993909,1,1,2.04461353918229e-64,"3","Hspa8"
1.57415728822017e-60,2.40616994783938,0.862,0.289,1.74778683711086e-56,"3","Npas4"
3.83860288839708e-58,1.9306124547224,1,0.983,4.26200078698728e-54,"3","Ubc"
4.8068307651699e-58,2.06401403435559,0.931,0.448,5.33702419856814e-54,"3","Egr1"
4.8207557567786e-58,1.97216240967574,0.994,0.958,5.35248511675128e-54,"3","Hsp90aa1"
3.07067345881608e-53,2.2124872671981,0.818,0.256,3.4093687413235e-49,"3","Atf3"
1.05764873475743e-52,1.68312930486023,1,0.97,1.17430739020117e-48,"3","Hspa5"
4.33282434143106e-52,1.73858979365201,0.73,0.198,4.81073486629091e-48,"3","Dnaja4"
6.08987610665244e-52,1.68263253966463,1,0.93,6.7615894412162e-48,"3","Btg2"
3.16099364232126e-51,2.59636790571756,0.937,0.799,3.5096512410693e-47,"3","Hspb1"
6.68554646692573e-51,2.34154889450105,0.981,0.849,7.42296224222764e-47,"3","Fos"
4.68986314111097e-50,1.36520361555604,1,1,5.20715504557551e-46,"3","Hsp90ab1"
1.24340498566241e-48,1.82974923986805,0.73,0.195,1.38055255558097e-44,"3","Zfp36"
1.93032217221565e-48,1.56781630018763,0.855,0.336,2.14323670781103e-44,"3","Hsph1"
5.57606375500424e-48,1.45082708114927,0.994,0.907,6.19110358718121e-44,"3","Jund"
1.50958519700565e-47,1.23804406007395,1,1,1.67609244423537e-43,"3","Ubb"
2.01680015569862e-45,1.59095754396421,0.962,0.869,2.23925321287217e-41,"3","Dnaja1"
3.16774572134902e-45,1.79028690397657,0.893,0.415,3.51714807441382e-41,"3","Nr4a1"
3.59056360976813e-44,2.03458023171014,0.862,0.375,3.98660277592555e-40,"3","Ier2"
7.27788901837114e-42,1.57195011035278,0.824,0.322,8.08064017709748e-38,"3","Fosb"
8.98853105623059e-40,1.45595362300153,1,0.981,9.97996603173282e-36,"3","Actg1"
1.78255005190707e-39,1.46873491249364,0.679,0.199,1.97916532263241e-35,"3","Cdkn1a"
2.41442916790985e-38,1.58834588204227,0.962,0.962,2.68074070513031e-34,"3","Hspe1"
6.55536125661229e-37,0.829796018194407,0.623,0.156,7.27841760321662e-33,"3","Csrnp1"
2.1794100792136e-35,1.2553087352679,0.679,0.225,2.41979901095086e-31,"3","Hmgcs1"
2.12750885431696e-34,1.02974413227084,0.509,0.111,2.36217308094812e-30,"3","Ciart"
1.95443467423228e-32,1.13944177685868,0.478,0.105,2.1700088188001e-28,"3","Bag3"
3.95996016854618e-31,0.693470153042339,0.522,0.125,4.39674377513682e-27,"3","Siah2"
1.09021959744545e-30,0.926245606791599,0.931,0.557,1.21047081904369e-26,"3","Btg1"
1.58104712804418e-30,1.37137110402057,0.761,0.31,1.75543662626745e-26,"3","Ddit3"
2.34195895045692e-30,1.00734984558785,0.799,0.31,2.60027702269232e-26,"3","Ppp1r15a"
2.42182852088794e-30,0.936462794254931,0.686,0.23,2.68895620674188e-26,"3","Insig1"
5.14675242743612e-30,1.1217693741097,0.818,0.421,5.71443922018232e-26,"3","Coq10b"
9.76478400301531e-30,1.3854922961512,0.453,0.106,1.08418396785479e-25,"3","Arc"
9.41643411171621e-29,0.698837613544591,0.535,0.141,1.04550667942385e-24,"3","Irs2"
6.54916672349823e-28,0.916168409196529,0.849,0.446,7.27153981310008e-24,"3","Atf4"
2.81883841237342e-27,1.0325573481385,0.792,0.372,3.12975628925821e-23,"3","Slc38a2"
5.18615497342405e-26,0.593875422476764,1,1,5.75818786699272e-22,"3","Eif1"
6.30753237316618e-26,1.00380176355433,0.805,0.401,7.00325319392641e-22,"3","Klf9"
5.88950125639119e-25,1.06830305681971,0.799,0.411,6.53911324497114e-21,"3","Mat2a"
5.99679460827004e-25,0.89246102137762,0.843,0.481,6.65824105356222e-21,"3","Pnrc1"
2.65462900989934e-24,0.49741766719772,0.377,0.08,2.94743458969124e-20,"3","Dedd2"
1.95385581574131e-23,0.922261742059524,0.704,0.309,2.16936611221757e-19,"3","Ifrd1"
1.26415748240464e-22,0.49741766719772,0.371,0.084,1.40359405271388e-18,"3","Dusp8"
1.21885812830106e-21,0.722308548974983,0.95,0.917,1.35329817985267e-17,"3","Saraf"
2.29908261498038e-21,0.603451394397121,1,0.993,2.55267142741271e-17,"3","Ddx5"
2.60115313351923e-21,0.738759570556908,0.384,0.1,2.8880603241464e-17,"3","Irf1"
5.63877134482583e-21,0.725964791567455,0.836,0.598,6.26072782416012e-17,"3","Tra2b"
1.40036682707302e-20,0.879322316267883,0.994,0.993,1.55482728809918e-16,"3","Mt1"
2.40235713694671e-20,0.767858344980276,0.478,0.156,2.66733712915193e-16,"3","Nfil3"
2.90760612455275e-20,0.888571594894019,0.698,0.331,3.22831508009092e-16,"3","Bhlhe40"
5.33919315220851e-20,0.864392823545688,0.579,0.237,5.92810615689711e-16,"3","Msmo1"
1.02817237611808e-19,0.795827717175873,0.994,0.989,1.1415797892039e-15,"3","Actb"
1.9002293724543e-19,0.946796698916286,0.792,0.473,2.10982467223601e-15,"3","Tob1"
2.78455007090148e-19,0.967624689583082,0.767,0.531,3.09168594372192e-15,"3","Hspd1"
1.21718945183632e-18,0.80264504810042,0.692,0.353,1.35144544837387e-14,"3","Ahsa1"
1.76585112494632e-18,0.819121871808345,0.711,0.411,1.9606245040279e-14,"3","Cacybp"
2.74322262127409e-18,0.541540220430028,0.409,0.125,3.04580007640062e-14,"3","Taf7"
5.99407918400331e-18,0.921561270111718,0.78,0.481,6.65522611799887e-14,"3","Cebpb"
8.02955766017014e-18,0.547478603096643,0.509,0.189,8.91521787008691e-14,"3","Sec24a"
9.47168827541888e-18,0.650142984535319,0.459,0.156,1.05164154921976e-13,"3","Klf6"
1.04907857629267e-17,0.73172604353467,0.893,0.758,1.16479194325775e-13,"3","Dstn"
1.05264270677184e-16,1.03716281470616,0.528,0.216,1.16874919732878e-12,"3","Gadd45b"
1.33376681374147e-16,0.621579718355145,0.27,0.062,1.48088129329716e-12,"3","Klf4"
2.33181403232294e-16,0.931999696988205,0.767,0.483,2.58901312008816e-12,"3","Herpud1"
2.71013018471596e-16,0.487455973020609,0.409,0.135,3.00905754409013e-12,"3","Sertad1"
2.91044705758898e-16,0.683889411177681,0.597,0.284,3.23146936804105e-12,"3","Klf13"
3.3223414268766e-16,0.771498640251313,0.818,0.604,3.68879568626109e-12,"3","Ddx50"
5.65228092555472e-16,1.68049693741117,0.516,0.225,6.2757275116434e-12,"3","Phlda1"
6.38763115769583e-16,1.4238236299942,0.277,0.069,7.09218687438968e-12,"3","Egr4"
6.73762066638715e-16,1.14980382051487,0.516,0.225,7.48078022588966e-12,"3","Errfi1"
7.02752262700973e-16,0.641306384062654,0.95,0.907,7.8026583727689e-12,"3","Ccnd2"
8.80128805637226e-16,0.65592041472594,0.358,0.109,9.77207012899012e-12,"3","Maff"
1.49910536194764e-15,0.515627410022293,0.346,0.106,1.66445668337046e-11,"3","Nfkbiz"
1.59415208509192e-15,0.788655071177707,0.541,0.253,1.76998706007756e-11,"3","Dnajb4"
1.73213679272493e-15,0.630386453028987,0.535,0.226,1.92319148096249e-11,"3","Oser1"
1.73803506944288e-15,0.693665778544808,0.547,0.242,1.92974033760243e-11,"3","Pim3"
3.64453374473454e-15,0.609864129155641,0.547,0.243,4.04652581677876e-11,"3","Tmem41b"
3.85241767316427e-15,0.406428906383751,0.308,0.083,4.27733934251429e-11,"3","Tmem37"
4.04950431650387e-15,0.668024110392352,0.528,0.244,4.49616464261425e-11,"3","Stip1"
4.87016817074118e-15,1.02597769900941,1,1,5.40734771997394e-11,"3","Ftl1"
1.37134489721373e-14,0.503319050389756,0.906,0.846,1.5226042393764e-10,"3","Dynll2"
1.94640687781478e-14,0.416281982217506,0.365,0.12,2.16109555643775e-10,"3","Srebf2"
3.78401879830032e-14,0.493843478398731,0.421,0.154,4.20139607175285e-10,"3","Tiparp"
4.78043744786955e-14,0.636258877683166,0.352,0.119,5.30771969836957e-10,"3","Klf10"
1.17604789214835e-13,0.501385550593924,0.535,0.236,1.30576597465231e-09,"3","Per1"
1.27635764439711e-13,0.438417238671358,0.27,0.074,1.41713989257411e-09,"3","Ldlr"
3.70584485443091e-13,0.585895888940518,0.478,0.212,4.11459954187464e-09,"3","Slc25a25"
4.45080404061046e-13,0.577044030677567,0.648,0.359,4.94172772628979e-09,"3","Ccnl1"
5.14263475679673e-13,1.19307974046076,0.472,0.231,5.70986737047141e-09,"3","Nfkbia"
6.42619079871493e-13,0.371711037739843,0.314,0.1,7.13499964381318e-09,"3","Vcl"
6.44441582699254e-13,0.564047619839597,0.447,0.19,7.15523489270981e-09,"3","Swt1"
7.26388168119808e-13,0.509069496435623,0.937,0.977,8.06508783063423e-09,"3","Cfl1"
1.67351490592505e-12,0.431203011995442,0.39,0.147,1.85810360004859e-08,"3","Fosl2"
1.78354668491942e-12,0.323246555117021,0.296,0.091,1.98027188426603e-08,"3","Ahsa2"
1.86527901371733e-12,0.635678151094034,0.34,0.123,2.07101928893035e-08,"3","Cited4"
2.06993750115908e-12,0.544305594174735,0.553,0.281,2.29825160753693e-08,"3","Stat3"
2.11634780010522e-12,0.446734937924873,1,1,2.34978096245682e-08,"3","Fth1"
2.40570480168353e-12,0.553853481868879,0.541,0.265,2.67105404130922e-08,"3","Nr1d1"
3.30039877321128e-12,0.440677708823148,1,1,3.66443275789649e-08,"3","Ptma"
6.9584810541312e-12,0.449754046484048,0.912,0.807,7.72600151440187e-08,"3","Rheb"
1.16635645116235e-11,0.517244633190326,0.667,0.41,1.29500556772556e-07,"3","Rsrc2"
1.40950071537569e-11,0.609767127170805,0.78,0.707,1.56496864428163e-07,"3","Dnajb9"
1.4718889907729e-11,0.461369871746044,0.491,0.228,1.63423834645515e-07,"3","Wdr1"
1.70996347523254e-11,0.339980417679884,0.346,0.126,1.89857244655069e-07,"3","Arf6"
2.16208000173106e-11,0.360747564576046,0.434,0.179,2.400557425922e-07,"3","Senp2"
2.38736443685662e-11,0.669588581723355,0.396,0.16,2.65069073424191e-07,"3","Gem"
3.02261120635353e-11,0.556413496911558,0.572,0.302,3.35600522241432e-07,"3","Slc3a2"
3.58260835560804e-11,0.486678285395509,0.648,0.357,3.97777005723161e-07,"3","Clk1"
6.06033414626492e-11,0.609497604530503,0.792,0.728,6.72878900259794e-07,"3","Ube2s"
6.72836616578888e-11,0.498790572970691,0.962,0.935,7.47050495387539e-07,"3","Rsrp1"
8.47102901333781e-11,0.410876282903118,1,1,9.40538351350897e-07,"3","Chchd2"
9.58131977019597e-11,0.631673483619841,0.302,0.109,1.06381393408486e-06,"3","Socs3"
1.01314151688244e-10,0.485426827170242,0.553,0.293,1.12489102619458e-06,"3","Tpm4"
1.35558740813052e-10,0.558374659293287,0.654,0.399,1.50510869924731e-06,"3","Chka"
2.35215939174067e-10,0.546156848500398,0.434,0.205,2.61160257264967e-06,"3","Slc5a3"
2.52475788067784e-10,0.364593828845619,0.264,0.089,2.80323867491661e-06,"3","Lysmd3"
3.14897626178884e-10,0.542397080371406,0.937,0.917,3.49630834346415e-06,"3","Nap1l5"
3.22910104134492e-10,0.641800077903563,0.447,0.22,3.58527088620526e-06,"3","Txnip"
3.28285864400623e-10,0.340842870192899,0.421,0.185,3.64495795244012e-06,"3","Mapk6"
5.76710538907123e-10,0.368447939909032,0.358,0.146,6.40321711348579e-06,"3","Rassf1"
6.78147891027237e-10,0.557481764299049,0.321,0.131,7.52947603407542e-06,"3","Idi1"
6.83633017787015e-10,0.362280083144451,0.566,0.286,7.59037739648922e-06,"3","Lmna"
7.08528843114074e-10,0.342742915506037,0.277,0.098,7.86679574509557e-06,"3","Trib1"
8.92148445671091e-10,0.832574307371606,0.604,0.353,9.90552419228612e-06,"3","Tnnt1"
9.14440838182963e-10,0.421817174182352,0.811,0.667,1.01530366263454e-05,"3","Hmgn2"
9.29982367484246e-10,0.346830905419355,1,0.999,1.03255942261776e-05,"3","Oaz1"
9.30383147207619e-10,0.481817494366977,0.503,0.27,1.03300440834462e-05,"3","Arl4a"
9.3291278116437e-10,0.362613423735412,0.95,0.978,1.0358130609268e-05,"3","Morf4l1"
9.40051821591582e-10,0.518249570443808,0.447,0.222,1.04373953751313e-05,"3","Mapre1"
1.02985267921285e-09,1.54323890782855,0.34,0.167,1.14344542973003e-05,"3","Serpinh1"
1.28011193582435e-09,1.13722655574919,0.522,0.383,1.42130828234577e-05,"3","Clu"
1.60300922945207e-09,0.341176049482725,0.252,0.086,1.77982114746063e-05,"3","Arid5a"
2.19085625795638e-09,0.387177311430417,0.969,0.96,2.43250770320897e-05,"3","Rbm39"
2.6909768092848e-09,0.376819144050071,0.528,0.277,2.98779155134891e-05,"3","Fbl"
2.99508740716544e-09,0.525557120693823,0.604,0.377,3.32544554817579e-05,"3","Rab6a"
3.14129964944971e-09,0.377687409107234,0.472,0.238,3.48778500078401e-05,"3","Arfgap2"
3.57324270677873e-09,0.450475742023571,0.56,0.321,3.96737137733642e-05,"3","Ptges3"
3.93144226818707e-09,0.922538470035773,0.264,0.1,4.36508035036811e-05,"3","Hmox1"
